Gmt time,Open,High,Low,Close,Volume
01.03.2020 00:00:00.000,1880.817,1880.817,1880.817,1880.817,0
01.03.2020 01:00:00.000,1880.817,1880.817,1880.817,1880.817,0
01.03.2020 02:00:00.000,1880.817,1880.817,1880.817,1880.817,0
01.03.2020 03:00:00.000,1880.817,1880.817,1880.817,1880.817,0
01.03.2020 04:00:00.000,1880.817,1880.817,1880.817,1880.817,0
01.03.2020 05:00:00.000,1880.817,1880.817,1880.817,1880.817,0
01.03.2020 06:00:00.000,1880.817,1880.817,1880.817,1880.817,0
01.03.2020 07:00:00.000,1880.817,1880.817,1880.817,1880.817,0
01.03.2020 08:00:00.000,1880.817,1880.817,1880.817,1880.817,0
01.03.2020 09:00:00.000,1880.817,1880.817,1880.817,1880.817,0
01.03.2020 10:00:00.000,1880.817,1880.817,1880.817,1880.817,0
01.03.2020 11:00:00.000,1880.817,1880.817,1880.817,1880.817,0
01.03.2020 12:00:00.000,1880.817,1880.817,1880.817,1880.817,0
01.03.2020 13:00:00.000,1880.817,1880.817,1880.817,1880.817,0
01.03.2020 14:00:00.000,1880.817,1880.817,1880.817,1880.817,0
01.03.2020 15:00:00.000,1880.817,1880.817,1880.817,1880.817,0
01.03.2020 16:00:00.000,1880.817,1880.817,1880.817,1880.817,0
01.03.2020 17:00:00.000,1880.817,1880.817,1880.817,1880.817,0
01.03.2020 18:00:00.000,1880.817,1880.817,1880.817,1880.817,0
01.03.2020 19:00:00.000,1880.817,1880.817,1880.817,1880.817,0
01.03.2020 20:00:00.000,1880.817,1880.817,1880.817,1880.817,0
01.03.2020 21:00:00.000,1880.817,1880.817,1880.817,1880.817,0
01.03.2020 22:00:00.000,1880.817,1880.817,1880.817,1880.817,0
01.03.2020 23:00:00.000,1880.817,1880.817,1880.817,1880.817,0
02.03.2020 00:00:00.000,1880.817,1880.817,1880.817,1880.817,0
02.03.2020 01:00:00.000,1880.817,1880.817,1880.817,1880.817,0
02.03.2020 02:00:00.000,1880.817,1880.817,1880.817,1880.817,0
02.03.2020 03:00:00.000,1880.817,1880.817,1880.817,1880.817,0
02.03.2020 04:00:00.000,1880.817,1880.817,1880.817,1880.817,0
02.03.2020 05:00:00.000,1880.817,1880.817,1880.817,1880.817,0
02.03.2020 06:00:00.000,1880.817,1880.817,1880.817,1880.817,0
02.03.2020 07:00:00.000,1880.817,1880.817,1880.817,1880.817,0
02.03.2020 08:00:00.000,1880.817,1880.817,1880.817,1880.817,0
02.03.2020 09:00:00.000,1880.817,1880.817,1880.817,1880.817,0
02.03.2020 10:00:00.000,1880.817,1880.817,1880.817,1880.817,0
02.03.2020 11:00:00.000,1880.817,1880.817,1880.817,1880.817,0
02.03.2020 12:00:00.000,1880.817,1880.817,1880.817,1880.817,0
02.03.2020 13:00:00.000,1880.817,1880.817,1880.817,1880.817,0
02.03.2020 14:00:00.000,1903.667,1913.607,1880.917,1889.818,7.6512
02.03.2020 15:00:00.000,1889.517,1899.438,1869.118,1893.028,12.4277
02.03.2020 16:00:00.000,1893.028,1932.917,1890.508,1930.048,12.5135
02.03.2020 17:00:00.000,1930.047,1934.277,1912.047,1926.667,9.736
02.03.2020 18:00:00.000,1926.667,1930.137,1905.047,1913.178,8.8927
02.03.2020 19:00:00.000,1913.168,1918.507,1889.997,1896.168,10.0837
02.03.2020 20:00:00.000,1896.527,1953.358,1895.927,1953.358,12.6702
02.03.2020 21:00:00.000,1953.358,1953.358,1953.358,1953.358,0
02.03.2020 22:00:00.000,1953.358,1953.358,1953.358,1953.358,0
02.03.2020 23:00:00.000,1953.358,1953.358,1953.358,1953.358,0
03.03.2020 00:00:00.000,1953.358,1953.358,1953.358,1953.358,0
03.03.2020 01:00:00.000,1953.358,1953.358,1953.358,1953.358,0
03.03.2020 02:00:00.000,1953.358,1953.358,1953.358,1953.358,0
03.03.2020 03:00:00.000,1953.358,1953.358,1953.358,1953.358,0
03.03.2020 04:00:00.000,1953.358,1953.358,1953.358,1953.358,0
03.03.2020 05:00:00.000,1953.358,1953.358,1953.358,1953.358,0
03.03.2020 06:00:00.000,1953.358,1953.358,1953.358,1953.358,0
