Gmt time,Open,High,Low,Close,Volume
01.03.2020 00:00:00.000,273.358,273.358,273.358,273.358,0
01.03.2020 01:00:00.000,273.358,273.358,273.358,273.358,0
01.03.2020 02:00:00.000,273.358,273.358,273.358,273.358,0
01.03.2020 03:00:00.000,273.358,273.358,273.358,273.358,0
01.03.2020 04:00:00.000,273.358,273.358,273.358,273.358,0
01.03.2020 05:00:00.000,273.358,273.358,273.358,273.358,0
01.03.2020 06:00:00.000,273.358,273.358,273.358,273.358,0
01.03.2020 07:00:00.000,273.358,273.358,273.358,273.358,0
01.03.2020 08:00:00.000,273.358,273.358,273.358,273.358,0
01.03.2020 09:00:00.000,273.358,273.358,273.358,273.358,0
01.03.2020 10:00:00.000,273.358,273.358,273.358,273.358,0
01.03.2020 11:00:00.000,273.358,273.358,273.358,273.358,0
01.03.2020 12:00:00.000,273.358,273.358,273.358,273.358,0
01.03.2020 13:00:00.000,273.358,273.358,273.358,273.358,0
01.03.2020 14:00:00.000,273.358,273.358,273.358,273.358,0
01.03.2020 15:00:00.000,273.358,273.358,273.358,273.358,0
01.03.2020 16:00:00.000,273.358,273.358,273.358,273.358,0
01.03.2020 17:00:00.000,273.358,273.358,273.358,273.358,0
01.03.2020 18:00:00.000,273.358,273.358,273.358,273.358,0
01.03.2020 19:00:00.000,273.358,273.358,273.358,273.358,0
01.03.2020 20:00:00.000,273.358,273.358,273.358,273.358,0
01.03.2020 21:00:00.000,273.358,273.358,273.358,273.358,0
01.03.2020 22:00:00.000,273.358,273.358,273.358,273.358,0
01.03.2020 23:00:00.000,273.358,273.358,273.358,273.358,0
02.03.2020 00:00:00.000,273.358,273.358,273.358,273.358,0
02.03.2020 01:00:00.000,273.358,273.358,273.358,273.358,0
02.03.2020 02:00:00.000,273.358,273.358,273.358,273.358,0
02.03.2020 03:00:00.000,273.358,273.358,273.358,273.358,0
02.03.2020 04:00:00.000,273.358,273.358,273.358,273.358,0
02.03.2020 05:00:00.000,273.358,273.358,273.358,273.358,0
02.03.2020 06:00:00.000,273.358,273.358,273.358,273.358,0
02.03.2020 07:00:00.000,273.358,273.358,273.358,273.358,0
02.03.2020 08:00:00.000,273.358,273.358,273.358,273.358,0
02.03.2020 09:00:00.000,273.358,273.358,273.358,273.358,0
02.03.2020 10:00:00.000,273.358,273.358,273.358,273.358,0
02.03.2020 11:00:00.000,273.358,273.358,273.358,273.358,0
02.03.2020 12:00:00.000,273.358,273.358,273.358,273.358,0
02.03.2020 13:00:00.000,273.358,273.358,273.358,273.358,0
02.03.2020 14:00:00.000,282.228,284.168,277.738,281.668,82.4775
02.03.2020 15:00:00.000,281.558,286.358,279.778,285.018,403.9375
02.03.2020 16:00:00.000,285.028,292.868,284.897,292.708,424.68
02.03.2020 17:00:00.000,292.707,293.518,289.038,292.028,349.1775
02.03.2020 18:00:00.000,292.018,292.248,287.488,290.588,325.11
02.03.2020 19:00:00.000,290.558,291.918,286.838,288.318,357.7025
02.03.2020 20:00:00.000,288.308,298.758,288.038,298.728,402.6675
02.03.2020 21:00:00.000,298.728,298.728,298.728,298.728,0
02.03.2020 22:00:00.000,298.728,298.728,298.728,298.728,0
02.03.2020 23:00:00.000,298.728,298.728,298.728,298.728,0
03.03.2020 00:00:00.000,298.728,298.728,298.728,298.728,0
03.03.2020 01:00:00.000,298.728,298.728,298.728,298.728,0
03.03.2020 02:00:00.000,298.728,298.728,298.728,298.728,0
03.03.2020 03:00:00.000,298.728,298.728,298.728,298.728,0
03.03.2020 04:00:00.000,298.728,298.728,298.728,298.728,0
03.03.2020 05:00:00.000,298.728,298.728,298.728,298.728,0
03.03.2020 06:00:00.000,298.728,298.728,298.728,298.728,0
03.03.2020 07:00:00.000,298.728,298.728,298.728,298.728,0
03.03.2020 08:00:00.000,298.728,298.728,298.728,298.728,0
03.03.2020 09:00:00.000,298.728,298.728,298.728,298.728,0
03.03.2020 10:00:00.000,298.728,298.728,298.728,298.728,0
03.03.2020 11:00:00.000,298.728,298.728,298.728,298.728,0
03.03.2020 12:00:00.000,298.728,298.728,298.728,298.728,0
03.03.2020 13:00:00.000,298.728,298.728,298.728,298.728,0
03.03.2020 14:00:00.000,303.608,303.608,292.247,294.268,125.2225
