Gmt time,Open,High,Low,Close,Volume
01.03.2020 00:00:00.000,295.098,295.098,295.098,295.098,0
01.03.2020 01:00:00.000,295.098,295.098,295.098,295.098,0
01.03.2020 02:00:00.000,295.098,295.098,295.098,295.098,0
01.03.2020 03:00:00.000,295.098,295.098,295.098,295.098,0
01.03.2020 04:00:00.000,295.098,295.098,295.098,295.098,0
01.03.2020 05:00:00.000,295.098,295.098,295.098,295.098,0
01.03.2020 06:00:00.000,295.098,295.098,295.098,295.098,0
01.03.2020 07:00:00.000,295.098,295.098,295.098,295.098,0
01.03.2020 08:00:00.000,295.098,295.098,295.098,295.098,0
01.03.2020 09:00:00.000,295.098,295.098,295.098,295.098,0
01.03.2020 10:00:00.000,295.098,295.098,295.098,295.098,0
01.03.2020 11:00:00.000,295.098,295.098,295.098,295.098,0
01.03.2020 12:00:00.000,295.098,295.098,295.098,295.098,0
01.03.2020 13:00:00.000,295.098,295.098,295.098,295.098,0
01.03.2020 14:00:00.000,295.098,295.098,295.098,295.098,0
01.03.2020 15:00:00.000,295.098,295.098,295.098,295.098,0
01.03.2020 16:00:00.000,295.098,295.098,295.098,295.098,0
01.03.2020 17:00:00.000,295.098,295.098,295.098,295.098,0
01.03.2020 18:00:00.000,295.098,295.098,295.098,295.098,0
01.03.2020 19:00:00.000,295.098,295.098,295.098,295.098,0
01.03.2020 20:00:00.000,295.098,295.098,295.098,295.098,0
01.03.2020 21:00:00.000,295.098,295.098,295.098,295.098,0
01.03.2020 22:00:00.000,295.098,295.098,295.098,295.098,0
01.03.2020 23:00:00.000,295.098,295.098,295.098,295.098,0
02.03.2020 00:00:00.000,295.098,295.098,295.098,295.098,0
02.03.2020 01:00:00.000,295.098,295.098,295.098,295.098,0
02.03.2020 02:00:00.000,295.098,295.098,295.098,295.098,0
02.03.2020 03:00:00.000,295.098,295.098,295.098,295.098,0
02.03.2020 04:00:00.000,295.098,295.098,295.098,295.098,0
02.03.2020 05:00:00.000,295.098,295.098,295.098,295.098,0
02.03.2020 06:00:00.000,295.098,295.098,295.098,295.098,0
02.03.2020 07:00:00.000,295.098,295.098,295.098,295.098,0
02.03.2020 08:00:00.000,295.098,295.098,295.098,295.098,0
02.03.2020 09:00:00.000,295.098,295.098,295.098,295.098,0
02.03.2020 10:00:00.000,295.098,295.098,295.098,295.098,0
02.03.2020 11:00:00.000,295.098,295.098,295.098,295.098,0
02.03.2020 12:00:00.000,295.098,295.098,295.098,295.098,0
02.03.2020 13:00:00.000,295.098,295.098,295.098,295.098,0
02.03.2020 14:00:00.000,298.217,299.088,295.867,296.468,30.4083
02.03.2020 15:00:00.000,296.478,300.037,294.457,298.497,54.2072
02.03.2020 16:00:00.000,298.498,303.858,298.157,303.598,48.0465
02.03.2020 17:00:00.000,303.588,304.058,301.468,303.618,36.891
02.03.2020 18:00:00.000,303.618,303.978,300.787,302.537,37.6688
02.03.2020 19:00:00.000,302.528,303.407,298.958,300.048,39.9965
02.03.2020 20:00:00.000,300.037,309.087,299.938,309.087,42.7345
02.03.2020 21:00:00.000,309.087,309.087,309.087,309.087,0
02.03.2020 22:00:00.000,309.087,309.087,309.087,309.087,0
02.03.2020 23:00:00.000,309.087,309.087,309.087,309.087,0
03.03.2020 00:00:00.000,309.087,309.087,309.087,309.087,0
03.03.2020 01:00:00.000,309.087,309.087,309.087,309.087,0
03.03.2020 02:00:00.000,309.087,309.087,309.087,309.087,0
03.03.2020 03:00:00.000,309.087,309.087,309.087,309.087,0
03.03.2020 04:00:00.000,309.087,309.087,309.087,309.087,0
03.03.2020 05:00:00.000,309.087,309.087,309.087,309.087,0
03.03.2020 06:00:00.000,309.087,309.087,309.087,309.087,0
03.03.2020 07:00:00.000,309.087,309.087,309.087,309.087,0
03.03.2020 08:00:00.000,309.087,309.087,309.087,309.087,0
03.03.2020 09:00:00.000,309.087,309.087,309.087,309.087,0
03.03.2020 10:00:00.000,309.087,309.087,309.087,309.087,0
03.03.2020 11:00:00.000,309.087,309.087,309.087,309.087,0
03.03.2020 12:00:00.000,309.087,309.087,309.087,309.087,0
03.03.2020 13:00:00.000,309.087,309.087,309.087,309.087,0
03.03.2020 14:00:00.000,309.468,309.488,304.887,305.928,28.7337
03.03.2020 15:00:00.000,305.938,313.787,305.808,310.398,56.8505
